Date,Open,High,Low,Close,Adj Close,Volume
2020-10-13,292000.000000,298000.000000,292000.000000,295000.000000,294577.968750,636487
2020-10-14,295000.000000,301000.000000,293000.000000,298500.000000,298072.968750,759464
2020-10-15,300500.000000,300500.000000,291000.000000,292500.000000,292081.531250,624097
2020-10-16,292500.000000,297500.000000,291500.000000,293500.000000,293080.125000,446832
2020-10-19,293500.000000,296500.000000,286000.000000,286000.000000,285590.843750,434420
2020-10-20,286500.000000,291000.000000,281000.000000,290000.000000,289585.125000,535870
2020-10-21,292500.000000,301000.000000,291000.000000,297500.000000,297074.375000,640501
2020-10-22,295000.000000,296000.000000,292000.000000,293000.000000,292580.812500,416425
2020-10-23,295500.000000,295500.000000,286000.000000,286500.000000,286090.125000,451654
2020-10-26,286500.000000,289000.000000,281500.000000,281500.000000,281097.281250,349163
2020-10-27,281500.000000,288500.000000,280500.000000,283500.000000,283094.406250,2071432
2020-10-28,282000.000000,298500.000000,281500.000000,298500.000000,298072.968750,698195
2020-10-29,297000.000000,301000.000000,294500.000000,298500.000000,298072.968750,785050
2020-10-30,299000.000000,300000.000000,290000.000000,290000.000000,289585.125000,939833
2020-11-02,292000.000000,293000.000000,285500.000000,285500.000000,285091.562500,503831
2020-11-03,284000.000000,287000.000000,280000.000000,283000.000000,282595.125000,1066923
2020-11-04,282500.000000,300500.000000,282000.000000,298500.000000,298072.968750,1623712
2020-11-05,295000.000000,302000.000000,291500.000000,299000.000000,298572.250000,1082388
2020-11-06,303000.000000,307000.000000,299000.000000,301000.000000,300569.375000,968971
2020-11-09,304000.000000,304500.000000,298000.000000,298000.000000,297573.687500,678531
2020-11-10,287000.000000,288000.000000,282000.000000,283000.000000,282595.125000,1728995
2020-11-11,281000.000000,283000.000000,277500.000000,280000.000000,279599.437500,1183499
2020-11-12,283000.000000,285500.000000,279000.000000,279000.000000,278600.843750,1016673
2020-11-13,277500.000000,282000.000000,277500.000000,281000.000000,280598.000000,710865
2020-11-16,282500.000000,283000.000000,277500.000000,278000.000000,277602.281250,887878
2020-11-17,277500.000000,278000.000000,273500.000000,275000.000000,274606.562500,816320
2020-11-18,274500.000000,283500.000000,274000.000000,281000.000000,280598.000000,912899
2020-11-19,282500.000000,284000.000000,279500.000000,280500.000000,280098.718750,520114
2020-11-20,281500.000000,283500.000000,278500.000000,281000.000000,280598.000000,439077
2020-11-23,282000.000000,282500.000000,278500.000000,281500.000000,281097.281250,565213
2020-11-24,281500.000000,287000.000000,280000.000000,282500.000000,282095.843750,809745
2020-11-25,287000.000000,287000.000000,278500.000000,278500.000000,278101.562500,909937
2020-11-26,280000.000000,285500.000000,280000.000000,285500.000000,285091.562500,797094
2020-11-27,287000.000000,287500.000000,283000.000000,284500.000000,284093.000000,417510
2020-11-30,286000.000000,286500.000000,277500.000000,277500.000000,277103.000000,1176272
2020-12-01,282000.000000,286000.000000,280000.000000,285500.000000,285091.562500,709278
2020-12-02,287000.000000,287000.000000,282000.000000,283500.000000,283094.406250,601596
2020-12-03,285000.000000,287000.000000,283500.000000,287000.000000,286589.406250,740985
2020-12-04,287500.000000,295500.000000,284500.000000,294000.000000,293579.406250,1174932
2020-12-07,300000.000000,300500.000000,288000.000000,289500.000000,289085.843750,821860
2020-12-08,291500.000000,291500.000000,285000.000000,285000.000000,284592.281250,566981
2020-12-09,285500.000000,289000.000000,285000.000000,288000.000000,287587.968750,533304
2020-12-10,288000.000000,290000.000000,284500.000000,286000.000000,285590.843750,959427
2020-12-11,288000.000000,291500.000000,287500.000000,290000.000000,289585.125000,503588
2020-12-14,292500.000000,294000.000000,286000.000000,286000.000000,285590.843750,555272
2020-12-15,286500.000000,287500.000000,282500.000000,283000.000000,282595.125000,491995
2020-12-16,286500.000000,287000.000000,283000.000000,285500.000000,285091.562500,381896
2020-12-17,286000.000000,287000.000000,282000.000000,285000.000000,284592.281250,522344
2020-12-18,284000.000000,285500.000000,282000.000000,282500.000000,282095.843750,487305
2020-12-21,284000.000000,285500.000000,280000.000000,284000.000000,283593.687500,473545
2020-12-22,285000.000000,293500.000000,284000.000000,284000.000000,283593.687500,750095
2020-12-23,288500.000000,289000.000000,283000.000000,284000.000000,283593.687500,508019
2020-12-24,284500.000000,284500.000000,280000.000000,282000.000000,281596.562500,453095
2020-12-28,282000.000000,282500.000000,280000.000000,281000.000000,280598.000000,537848
2020-12-29,281500.000000,285000.000000,280500.000000,283000.000000,283000.000000,506090
2020-12-30,285000.000000,293000.000000,284000.000000,292500.000000,292500.000000,1190327
2021-01-04,291500.000000,294000.000000,285500.000000,293000.000000,293000.000000,947178
2021-01-05,291500.000000,292500.000000,286500.000000,292500.000000,292500.000000,912657
2021-01-06,292500.000000,300500.000000,289500.000000,290000.000000,290000.000000,1375856
2021-01-07,288500.000000,292000.000000,286500.000000,289500.000000,289500.000000,1155734
2021-01-08,293500.000000,312000.000000,290000.000000,312000.000000,312000.000000,3175396
2021-01-11,320000.000000,323500.000000,301000.000000,309000.000000,309000.000000,2765169
2021-01-12,305000.000000,308500.000000,292500.000000,304000.000000,304000.000000,1573299
2021-01-13,306000.000000,317500.000000,304000.000000,314000.000000,314000.000000,1894304
2021-01-14,318500.000000,326000.000000,314000.000000,318000.000000,318000.000000,1548585
2021-01-15,320500.000000,323000.000000,305500.000000,306000.000000,306000.000000,1106810
2021-01-18,304500.000000,308500.000000,300000.000000,300500.000000,300500.000000,864969
2021-01-19,303500.000000,310500.000000,299500.000000,308000.000000,308000.000000,880238
2021-01-20,313500.000000,313500.000000,302000.000000,308000.000000,308000.000000,885472
2021-01-21,316500.000000,326000.000000,316000.000000,322500.000000,322500.000000,1941446
2021-01-22,332000.000000,350000.000000,326000.000000,343500.000000,343500.000000,3303950
2021-01-25,349000.000000,353000.000000,340000.000000,349000.000000,349000.000000,1593848
2021-01-26,350500.000000,351000.000000,338000.000000,342000.000000,342000.000000,1247284
2021-01-27,347000.000000,352000.000000,339500.000000,341500.000000,341500.000000,1149246
2021-01-28,336000.000000,366000.000000,335000.000000,355000.000000,355000.000000,2285696
2021-01-29,362000.000000,362000.000000,340500.000000,343000.000000,343000.000000,1607894
2021-02-01,346500.000000,352500.000000,341500.000000,348000.000000,348000.000000,988630
2021-02-02,358000.000000,373000.000000,353000.000000,362500.000000,362500.000000,1951062
2021-02-03,366500.000000,371000.000000,361000.000000,370500.000000,370500.000000,1197680
2021-02-04,368000.000000,368500.000000,356000.000000,358000.000000,358000.000000,1160116
2021-02-05,363500.000000,371500.000000,356500.000000,362500.000000,362500.000000,982325
2021-02-08,361500.000000,364500.000000,357000.000000,357500.000000,357500.000000,712484
2021-02-09,359500.000000,362000.000000,355000.000000,358500.000000,358500.000000,667655
2021-02-10,365000.000000,368500.000000,359000.000000,366500.000000,366500.000000,1147417
2021-02-15,383500.000000,388000.000000,378000.000000,385500.000000,385500.000000,1172475
2021-02-16,391500.000000,405000.000000,390000.000000,394000.000000,394000.000000,1567108
2021-02-17,396500.000000,396500.000000,386000.000000,392000.000000,392000.000000,1161595
2021-02-18,391500.000000,400000.000000,386500.000000,388000.000000,388000.000000,1020222
2021-02-19,387000.000000,398500.000000,385500.000000,398000.000000,398000.000000,1047043
2021-02-22,400000.000000,405500.000000,384500.000000,386500.000000,386500.000000,1289395
2021-02-23,379000.000000,394500.000000,378500.000000,390500.000000,390500.000000,1017577
2021-02-24,389500.000000,391500.000000,374000.000000,374000.000000,374000.000000,1078485
2021-02-25,380500.000000,384500.000000,374500.000000,383000.000000,383000.000000,757476
2021-02-26,372000.000000,378500.000000,368500.000000,375000.000000,375000.000000,1170208
2021-03-02,389000.000000,390000.000000,375500.000000,377500.000000,377500.000000,1240322
2021-03-03,379000.000000,399500.000000,377500.000000,399500.000000,399500.000000,1287551
2021-03-04,392000.000000,401000.000000,389000.000000,391500.000000,391500.000000,1585134
2021-03-05,386000.000000,386500.000000,371000.000000,377500.000000,377500.000000,1594386
2021-03-08,382000.000000,386000.000000,366500.000000,368500.000000,368500.000000,1031748
2021-03-09,366500.000000,371500.000000,350000.000000,361500.000000,361500.000000,1313900
2021-03-10,373000.000000,378000.000000,368000.000000,372000.000000,372000.000000,946917
2021-03-11,372500.000000,377500.000000,366000.000000,373500.000000,373500.000000,1024741
2021-03-12,396000.000000,396000.000000,378500.000000,380500.000000,380500.000000,969276
2021-03-15,382000.000000,385500.000000,377500.000000,383000.000000,383000.000000,609496
2021-03-16,384500.000000,389500.000000,384000.000000,385500.000000,385500.000000,574082
2021-03-17,388000.000000,391500.000000,380500.000000,383500.000000,383500.000000,1200355
2021-03-18,388500.000000,410000.000000,386500.000000,403500.000000,403500.000000,1818409
2021-03-19,397000.000000,407500.000000,395000.000000,402000.000000,402000.000000,1258199
2021-03-22,402500.000000,405500.000000,393000.000000,396500.000000,396500.000000,911358
2021-03-23,397000.000000,399000.000000,384000.000000,386000.000000,386000.000000,1167110
2021-03-24,380000.000000,387000.000000,376000.000000,387000.000000,387000.000000,763754
2021-03-25,381500.000000,384000.000000,378000.000000,380000.000000,380000.000000,672585
2021-03-26,380000.000000,383000.000000,377000.000000,383000.000000,383000.000000,691786
2021-03-29,383500.000000,384000.000000,372000.000000,372000.000000,372000.000000,878014
2021-03-30,373500.000000,381000.000000,373500.000000,376500.000000,376500.000000,623997
2021-03-31,379500.000000,383000.000000,377000.000000,377000.000000,377000.000000,568103
2021-04-01,375500.000000,379000.000000,372000.000000,378500.000000,378500.000000,547402
2021-04-02,381500.000000,382500.000000,378000.000000,379500.000000,379500.000000,476668
2021-04-05,379500.000000,380000.000000,374500.000000,377000.000000,377000.000000,421508
2021-04-06,378500.000000,391000.000000,378000.000000,388500.000000,388500.000000,997518
2021-04-07,390500.000000,391000.000000,381500.000000,384500.000000,384500.000000,578490
2021-04-08,384500.000000,387000.000000,380000.000000,381500.000000,381500.000000,626575
2021-04-09,382000.000000,385000.000000,381500.000000,383500.000000,383500.000000,469100
2021-04-12,384500.000000,393000.000000,383000.000000,385500.000000,385500.000000,680329
2021-04-13,384000.000000,389000.000000,382000.000000,388500.000000,388500.000000,586643
2021-04-14,391500.000000,398000.000000,390000.000000,391500.000000,391500.000000,757969
2021-04-15,391500.000000,398500.000000,386500.000000,391000.000000,391000.000000,889538
2021-04-16,394500.000000,395000.000000,391000.000000,391500.000000,391500.000000,423962
2021-04-19,391500.000000,393500.000000,388500.000000,390000.000000,390000.000000,449064
2021-04-20,389000.000000,391500.000000,387500.000000,391000.000000,391000.000000,417892
2021-04-21,389000.000000,389000.000000,380500.000000,380500.000000,380500.000000,835828
2021-04-22,382000.000000,384500.000000,380000.000000,380500.000000,380500.000000,394350
2021-04-23,377500.000000,379500.000000,374000.000000,378000.000000,378000.000000,505140
2021-04-26,376500.000000,379000.000000,374500.000000,377500.000000,377500.000000,484369
2021-04-27,378000.000000,381500.000000,376000.000000,380000.000000,380000.000000,392509
2021-04-28,381500.000000,382000.000000,373000.000000,373500.000000,373500.000000,485971
2021-04-29,373500.000000,377500.000000,366000.000000,366500.000000,366500.000000,743106
2021-04-30,366000.000000,366000.000000,353500.000000,359500.000000,359500.000000,1028215
2021-05-03,366000.000000,370500.000000,360500.000000,363000.000000,363000.000000,507361
2021-05-04,366000.000000,367000.000000,360500.000000,364500.000000,364500.000000,398383
2021-05-06,360500.000000,364500.000000,359500.000000,361500.000000,361500.000000,632873
2021-05-07,360500.000000,364000.000000,360000.000000,361000.000000,361000.000000,446152
2021-05-10,362500.000000,364000.000000,360000.000000,362000.000000,362000.000000,572111
2021-05-11,356500.000000,358000.000000,347500.000000,349000.000000,349000.000000,2373361
2021-05-12,349500.000000,350500.000000,340500.000000,343000.000000,343000.000000,1120816
2021-05-13,337500.000000,341500.000000,334500.000000,337500.000000,337500.000000,992326
2021-05-14,338000.000000,344500.000000,337500.000000,342500.000000,342500.000000,460390
2021-05-17,345500.000000,349000.000000,341000.000000,344000.000000,344000.000000,453316
2021-05-18,347000.000000,349500.000000,345000.000000,349500.000000,349500.000000,445015
2021-05-20,351500.000000,355000.000000,348500.000000,351000.000000,351000.000000,561151
2021-05-21,355000.000000,360000.000000,353500.000000,360000.000000,360000.000000,618431
2021-05-24,356500.000000,358500.000000,353000.000000,355500.000000,355500.000000,361765
2021-05-25,355500.000000,358000.000000,352500.000000,358000.000000,358000.000000,433413
2021-05-26,359500.000000,366500.000000,359500.000000,363000.000000,363000.000000,543316
2021-05-27,363000.000000,363500.000000,353500.000000,358000.000000,358000.000000,963669
2021-05-28,361500.000000,361500.000000,355500.000000,358000.000000,358000.000000,439112
2021-05-31,359500.000000,364000.000000,357000.000000,362500.000000,362500.000000,397118
2021-06-01,362500.000000,368500.000000,362500.000000,367000.000000,367000.000000,404110
2021-06-02,367000.000000,369000.000000,362000.000000,363000.000000,363000.000000,397044
2021-06-03,362500.000000,365000.000000,361000.000000,362000.000000,362000.000000,292257
2021-06-04,360500.000000,360500.000000,355000.000000,357000.000000,357000.000000,433146
2021-06-07,358500.000000,364000.000000,357000.000000,362500.000000,362500.000000,393697
2021-06-08,361500.000000,365500.000000,361500.000000,362500.000000,362500.000000,370929
2021-06-09,360500.000000,363500.000000,358500.000000,358500.000000,358500.000000,361808
2021-06-10,365000.000000,377000.000000,361500.000000,373500.000000,373500.000000,1502316
2021-06-11,378000.000000,378500.000000,367500.000000,372500.000000,372500.000000,658403
2021-06-14,377500.000000,388000.000000,375500.000000,387000.000000,387000.000000,1208589
2021-06-15,387000.000000,389000.000000,381500.000000,387000.000000,387000.000000,625594
2021-06-16,384500.000000,395000.000000,383000.000000,391000.000000,391000.000000,836281
2021-06-17,389500.000000,394500.000000,385000.000000,389500.000000,389500.000000,670522
2021-06-18,391500.000000,400500.000000,391000.000000,398000.000000,398000.000000,1268656
2021-06-21,398000.000000,402000.000000,392000.000000,397000.000000,397000.000000,809114
2021-06-22,400000.000000,400500.000000,391000.000000,391000.000000,391000.000000,702840
2021-06-23,393000.000000,427000.000000,392500.000000,423500.000000,423500.000000,2721355
2021-06-24,430000.000000,436000.000000,413000.000000,419500.000000,419500.000000,2143286
2021-06-25,420000.000000,420000.000000,405000.000000,410000.000000,410000.000000,1382051
2021-06-28,406000.000000,413000.000000,403000.000000,408000.000000,408000.000000,623480
2021-06-29,409500.000000,411500.000000,406000.000000,411500.000000,411500.000000,572319
2021-06-30,415000.000000,425000.000000,409000.000000,417500.000000,417500.000000,955297
2021-07-01,418000.000000,423500.000000,410500.000000,413000.000000,413000.000000,592869
2021-07-02,412500.000000,418500.000000,407000.000000,414000.000000,414000.000000,517934
2021-07-05,415500.000000,418000.000000,408500.000000,410000.000000,410000.000000,492899
2021-07-06,411500.000000,412500.000000,408000.000000,409500.000000,409500.000000,342771
2021-07-07,411000.000000,419000.000000,410500.000000,417500.000000,417500.000000,663260
2021-07-08,419000.000000,431500.000000,418500.000000,422000.000000,422000.000000,1142267
2021-07-09,420000.000000,424000.000000,408000.000000,415500.000000,415500.000000,1090218
2021-07-12,418500.000000,421500.000000,413000.000000,418500.000000,418500.000000,475697
2021-07-13,421000.000000,442000.000000,419000.000000,441000.000000,441000.000000,1498546
2021-07-14,436000.000000,444500.000000,436000.000000,444000.000000,444000.000000,931990
2021-07-15,446500.000000,452500.000000,439500.000000,449000.000000,449000.000000,950460
2021-07-16,448000.000000,461000.000000,443000.000000,447000.000000,447000.000000,1246425
2021-07-19,443000.000000,449500.000000,438500.000000,443000.000000,443000.000000,704307
2021-07-20,438500.000000,441500.000000,431000.000000,439000.000000,439000.000000,789090
2021-07-21,443000.000000,446000.000000,428000.000000,428000.000000,428000.000000,885519
2021-07-22,433000.000000,445000.000000,429000.000000,440000.000000,440000.000000,1035882
2021-07-23,443500.000000,454500.000000,441000.000000,452000.000000,452000.000000,1094026
2021-07-26,460000.000000,465000.000000,447500.000000,452000.000000,452000.000000,855277
2021-07-27,457500.000000,463000.000000,452000.000000,452000.000000,452000.000000,757638
2021-07-28,446000.000000,447000.000000,440000.000000,442000.000000,442000.000000,913055
2021-07-29,444000.000000,445000.000000,438500.000000,439500.000000,439500.000000,556532
2021-07-30,438000.000000,440500.000000,433000.000000,433500.000000,433500.000000,628812
2021-08-02,429000.000000,437000.000000,428500.000000,433500.000000,433500.000000,551937
2021-08-03,439000.000000,439000.000000,422000.000000,428000.000000,428000.000000,830841
2021-08-04,425000.000000,434500.000000,423000.000000,433000.000000,433000.000000,545873
2021-08-05,442000.000000,451500.000000,438500.000000,442500.000000,442500.000000,744924
2021-08-06,443000.000000,447500.000000,440500.000000,444500.000000,444500.000000,416829
2021-08-09,438000.000000,449000.000000,435000.000000,447500.000000,447500.000000,528032
2021-08-10,446000.000000,453500.000000,442500.000000,446500.000000,446500.000000,461940
2021-08-11,445000.000000,449000.000000,442000.000000,445000.000000,445000.000000,446275
2021-08-12,448000.000000,448500.000000,438000.000000,440500.000000,440500.000000,671083
2021-08-13,445000.000000,446000.000000,433000.000000,436500.000000,436500.000000,515855
2021-08-17,435500.000000,437500.000000,420000.000000,428500.000000,428500.000000,763564
2021-08-18,429500.000000,433500.000000,421500.000000,429000.000000,429000.000000,496576
2021-08-19,431000.000000,434000.000000,424500.000000,424500.000000,424500.000000,504352
2021-08-20,425000.000000,432000.000000,421000.000000,422500.000000,422500.000000,587940
2021-08-23,428000.000000,436000.000000,423500.000000,429500.000000,429500.000000,515679
2021-08-24,435000.000000,439000.000000,431500.000000,437500.000000,437500.000000,546884
2021-08-25,434000.000000,439000.000000,427000.000000,430500.000000,430500.000000,677224
2021-08-26,427500.000000,430500.000000,420000.000000,423500.000000,423500.000000,645901
2021-08-27,422000.000000,423500.000000,416500.000000,420000.000000,420000.000000,567004
2021-08-30,425500.000000,429000.000000,423000.000000,428000.000000,428000.000000,399336
2021-08-31,430000.000000,439500.000000,427000.000000,439000.000000,439000.000000,768823
2021-09-01,442000.000000,448500.000000,436500.000000,445000.000000,445000.000000,655075
2021-09-02,445500.000000,448500.000000,439500.000000,442500.000000,442500.000000,429934
